Recency,Frequency,Monetary,T,AvgBasketsize,TotalTransactions,Churned
251,1,82193.81,251,53.17857142857143,1,1
7,2,91600.55,251,52.96774193548387,2,0
129,2,46861.11,129,53.0625,2,0
68,1,6752.02,68,46.833333333333336,1,0
68,2,24206.100000000002,160,45.46666666666667,2,0
37,8,617890.59,372,51.31275720164609,8,0
7,23,695653.53,372,51.57364341085271,23,0
7,18,356058.39,372,46.07236842105263,18,0
37,4,206976.02,160,49.391304347826086,4,0
37,5,189520.38,310,54.06060606060606,5,0
310,1,107606.39,310,58.921052631578945,1,1
190,2,67506.09,372,51.964285714285715,2,0
98,4,281127.11,221,55.31182795698925,4,0
37,1,11503.94,37,36.166666666666664,1,0
68,15,649026.15,341,51.03319502074689,15,0
282,1,63202.74,282,60.57142857142857,1,1
37,4,545411.52,310,50.21052631578947,4,0
129,4,18645.0,372,60.166666666666664,4,0
310,1,24255.61,310,39.57142857142857,1,1
7,7,105320.31999999999,372,52.64705882352941,7,0
282,2,209646.05000000002,310,45.55681818181818,2,1
37,6,1279918.93,341,51.25940594059406,6,0
37,2,160174.19,129,62.388888888888886,2,0
7,26,586668.52,372,50.87906976744186,26,0
37,1,116477.06,37,45.125,1,0
129,2,14586.9,160,78.75,2,0
68,1,18140.61,68,53.833333333333336,1,0
129,1,22905.469999999998,129,46.2,1,0
7,29,2793456.92,310,49.72163120567376,29,0
37,18,702024.12,372,48.7319587628866,18,0
282,1,23870.17,282,56.375,1,1
7,20,537982.18,372,49.251231527093594,20,0
37,12,295193.93,372,49.27927927927928,12,0
37,7,196849.84,282,49.23170731707317,7,0
282,1,9401.41,282,33.857142857142854,1,1
68,2,156129.91,98,54.73076923076923,2,0
341,1,59982.04,341,43.041666666666664,1,1
7,9,850611.16,282,49.951951951951955,9,0
37,2,26620.45,37,49.57142857142857,2,0
7,3,115184.67,282,49.76744186046512,3,0
129,1,108333.08,129,47.130434782608695,1,0
68,5,109762.72,282,53.07142857142857,5,0
129,6,138524.63,372,48.09230769230769,6,0
129,1,29376.48,129,53.166666666666664,1,0
37,1,7824.0,37,55.0,1,0
282,4,410275.22000000003,372,50.13461538461539,4,1
372,1,111317.79000000001,372,60.206896551724135,1,1
7,9,485681.08,372,51.48618784530387,9,0
7,19,1119804.76,372,51.1019955654102,19,0
7,2,181224.58,7,46.51428571428571,2,0
37,14,1542446.39,341,50.98135593220339,14,0
68,1,66827.15,68,65.92857142857143,1,0
341,1,3874.5,341,50.0,1,1
7,17,574385.77,372,54.44700460829493,17,0
37,1,300141.05,37,55.142857142857146,1,0
7,34,12965429.74,129,50.03373634945398,34,0
37,1,72079.75,37,64.19047619047619,1,0
37,12,676802.85,372,52.611111111111114,12,0
160,1,81339.84,160,53.53846153846154,1,0
98,6,78223.49,341,44.05714285714286,6,0
7,8,186794.05000000002,68,52.535714285714285,8,0
160,2,36874.35,190,43.666666666666664,2,0
98,2,230114.46,251,51.526315789473685,2,0
68,8,296544.78,372,48.21774193548387,8,0
37,3,126141.41,129,62.2,3,0
37,2,37794.4,98,45.714285714285715,2,0
7,13,417292.68,282,55.40127388535032,13,0
37,5,19736.81,251,52.36363636363637,5,0
37,12,439882.34,282,48.73988439306358,12,0
7,8,132280.82,372,54.075,8,0
282,2,46813.82,341,58.0,2,1
37,5,182260.35,129,49.15277777777778,5,0
160,1,16962.22,160,76.33333333333333,1,0
372,1,7038.0,372,72.0,1,1
7,6,340622.95,68,48.037267080745345,6,0
98,1,8938.43,98,27.4,1,0
37,3,414453.53,98,47.91017964071856,3,0
7,4,38568.15,37,44.0,4,0
129,3,95616.09,310,44.90909090909091,3,0
68,2,112121.91,282,47.93478260869565,2,0
7,5,148380.45,282,51.82692307692308,5,0
341,1,169297.44,341,50.91044776119403,1,1
7,12,533317.01,190,50.298507462686565,12,0
129,5,78129.09,341,52.166666666666664,5,0
7,15,336591.51,372,48.16417910447761,15,0
7,2,125501.09,68,53.95744680851064,2,0
68,1,79430.58,68,56.65384615384615,1,0
7,3,189131.57,37,50.91044776119403,3,0
7,6,101474.42,129,45.17391304347826,6,0
372,1,62036.380000000005,372,63.36363636363637,1,1
160,1,21122.81,160,56.142857142857146,1,0
68,5,29218.7,221,48.0,5,0
7,6,653402.05,372,51.289795918367346,6,0
68,3,16587.76,310,56.0,3,0
251,1,2469.3,251,16.0,1,1
221,3,122264.17,221,55.525,3,1
37,2,56475.08,372,47.38461538461539,2,0
98,3,136954.59,251,48.42,3,0
251,2,130917.09,251,51.05769230769231,2,1
282,1,7110.9,282,32.666666666666664,1,1
37,66,3773194.82,372,51.49014084507042,66,0
37,3,136075.24,310,56.51020408163265,3,0
68,1,92141.5,68,48.609756097560975,1,0
37,14,3008907.91,372,49.56683168316832,14,0
221,3,281710.41,372,51.166666666666664,3,1
190,2,74901.41,310,57.24,2,0
98,4,153214.93,251,54.78846153846154,4,0
98,2,80700.08,98,51.93103448275862,2,0
282,1,69268.03,282,47.72,1,1
68,4,153920.36,341,62.96153846153846,4,0
98,1,179173.06,98,57.793103448275865,1,0
37,4,65281.32,221,48.689655172413794,4,0
37,1,65552.61,37,53.92307692307692,1,0
68,7,397657.5,341,45.28658536585366,7,0
310,5,103911.02,372,55.84375,5,1
98,5,113096.37,190,48.41860465116279,5,0
7,7,779124.06,190,49.34862385321101,7,0
68,2,420777.86,68,51.82424242424243,2,0
37,31,645766.54,372,50.875,31,0
68,1,54918.25,68,53.125,1,0
341,1,8552.140000000001,341,64.0,1,1
7,10,218153.32,310,56.53521126760563,10,0
7,24,699924.63,372,47.4043321299639,24,0
7,14,638196.85,221,47.832699619771866,14,0
68,2,114580.39,282,49.80952380952381,2,0
7,32,1526947.24,310,49.43046357615894,32,0
221,3,18613.87,251,40.875,3,1
129,1,23489.4,129,50.0,1,0
7,7,103195.6,251,47.59090909090909,7,0
221,1,5284.15,221,44.5,1,1
68,9,86228.07,372,50.256410256410255,9,0
7,1,127652.45999999999,7,51.13636363636363,1,0
37,4,96705.87999999999,372,52.76923076923077,4,0
251,2,39717.62,372,46.19047619047619,2,1
98,1,29488.02,98,53.5,1,0
37,7,198602.42,341,44.21590909090909,7,0
98,7,319926.18,372,54.592233009708735,7,0
68,13,280801.31,310,49.33898305084746,13,0
98,1,20624.95,98,53.888888888888886,1,0
372,1,15921.580000000002,372,63.4,1,1
37,7,176156.71,282,47.74285714285714,7,0
37,7,245036.89,372,46.174311926605505,7,0
7,4,173559.83000000002,37,55.23728813559322,4,0
7,24,239062.49,372,46.850467289719624,24,0
68,1,38115.58,68,50.166666666666664,1,0
7,1,21651.49,7,43.42857142857143,1,0
251,2,61207.47,372,48.095238095238095,2,1
68,10,510852.34,341,51.57216494845361,10,0
190,1,111632.17,190,50.170731707317074,1,0
98,4,125196.79000000001,282,44.60655737704918,4,0
129,4,267301.44,341,48.17796610169491,4,0
37,7,176692.14,282,50.054794520547944,7,0
37,15,477505.18,310,54.49180327868852,15,0
68,5,109191.64,341,44.93023255813954,5,0
190,5,152971.09,310,53.611111111111114,5,0
37,8,291514.66000000003,282,53.17796610169491,8,0
68,5,133523.5,341,56.861111111111114,5,0
37,4,410071.28,68,48.327044025157235,4,0
37,6,198795.02,282,53.25,6,0
98,2,39937.29,372,46.4,2,0
372,1,13069.22,372,57.44444444444444,1,1
341,1,24375.88,341,72.125,1,1
68,13,273099.73,341,46.206896551724135,13,0
37,2,117511.15,251,57.904761904761905,2,0
190,1,31636.780000000002,190,56.1,1,0
251,2,36398.17,341,55.9375,2,1
7,14,366835.53,372,49.29054054054054,14,0
190,5,262358.57,282,51.75,5,0
129,3,161159.43,251,50.08,3,0
282,1,52197.47,282,58.8,1,1
341,1,30923.949999999997,341,58.125,1,1
7,3,228801.75,98,44.729729729729726,3,0
7,5,215398.65,68,50.17948717948718,5,0
282,3,164080.52,372,53.27777777777778,3,1
68,6,283438.05,341,50.925233644859816,6,0
37,10,277805.84,341,47.955357142857146,10,0
160,1,9023.91,160,53.6,1,0
68,2,106929.53,98,47.21153846153846,2,0
7,8,318200.56,251,48.48951048951049,8,0
160,3,46918.94,372,55.26315789473684,3,0
129,2,62589.81,160,43.74193548387097,2,0
160,7,175902.09,282,49.42424242424242,7,0
341,1,74635.2,341,50.724137931034484,1,1
251,1,29298.9,251,55.6,1,1
98,2,87874.29000000001,282,47.90909090909091,2,0
68,4,59799.86,251,47.93103448275862,4,0
98,5,180511.79,310,45.06666666666667,5,0
37,4,542296.53,221,50.469298245614034,4,0
221,1,25507.65,221,65.125,1,1
7,15,391609.2,372,49.71153846153846,15,0
37,3,91079.92,98,49.470588235294116,3,0
37,4,64564.39,190,44.81481481481482,4,0
37,5,718291.11,251,49.91228070175438,5,0
7,4,46098.87,221,67.72727272727273,4,0
221,2,54871.979999999996,221,55.76470588235294,2,1
7,6,130248.56,310,54.851063829787236,6,0
37,6,262166.87,372,52.42718446601942,6,0
7,12,649700.1900000001,282,52.90756302521008,12,0
7,14,292267.98,341,52.56481481481482,14,0
7,4,132631.45,372,41.22950819672131,4,0
68,2,16744.5,341,66.28571428571429,2,0
37,6,162421.23,282,50.203125,6,0
7,45,4123714.52,372,50.69451219512195,45,0
7,18,422622.29,372,51.53703703703704,18,0
37,1,6314.530000000001,37,49.0,1,0
129,2,33233.99,129,47.5,2,0
221,2,67430.09,310,48.81481481481482,2,1
98,5,285669.2,160,49.08181818181818,5,0
68,3,81820.44,98,47.285714285714285,3,0
98,6,470783.79,372,53.144444444444446,6,0
7,10,301062.94,372,49.699186991869915,10,0
251,2,69414.35,251,46.55555555555556,2,1
68,6,230545.81,341,52.0919540229885,6,0
129,1,15682.89,129,51.25,1,0
37,7,288186.69,282,54.13461538461539,7,0
68,1,61217.69,68,50.875,1,0
221,3,126032.53,341,52.976190476190474,3,1
37,5,302020.55,341,50.853658536585364,5,0
129,4,107796.58,251,59.1219512195122,4,0
251,2,32004.02,251,57.44444444444444,2,1
190,1,30952.36,190,46.083333333333336,1,0
7,14,683107.66,341,51.11895910780669,14,0
129,2,71468.86,160,63.214285714285715,2,0
37,3,72997.27,160,47.88461538461539,3,0
68,2,66939.41,68,60.26315789473684,2,0
37,9,412504.44,372,49.50306748466258,9,0
37,2,143261.9,98,48.682539682539684,2,0
37,4,272773.6,282,54.94444444444444,4,0
160,4,88866.21,221,45.8235294117647,4,0
251,4,52074.32,251,40.666666666666664,4,1
221,1,13983.24,221,60.333333333333336,1,1
68,9,333540.3,341,50.2,9,0
37,6,52854.68,221,50.791666666666664,6,0
129,8,172677.9,372,52.70422535211268,8,0
37,1,16208.0,37,48.833333333333336,1,0
129,2,135430.45,310,46.7,2,0
282,1,36352.47,282,51.166666666666664,1,1
37,1,81795.84,37,53.67741935483871,1,0
282,2,59235.05,282,54.0,2,1
190,1,825.6,190,64.0,1,0
160,4,107041.79000000001,282,48.808510638297875,4,0
221,1,14810.740000000002,221,37.0,1,1
7,2,17504.57,37,34.44444444444444,2,0
372,1,27122.170000000002,372,39.54545454545455,1,1
68,4,104555.93,98,54.86842105263158,4,0
68,1,107279.46,68,60.90243902439025,1,0
37,6,138788.97,98,50.48275862068966,6,0
37,4,287300.46,98,47.644067796610166,4,0
37,1,97407.04,37,53.73170731707317,1,0
129,8,170940.35,221,47.43478260869565,8,0
7,19,1310924.87,282,49.74484052532833,19,0
341,1,24253.29,341,51.0,1,1
310,1,5244.120000000001,310,43.5,1,1
372,1,13983.33,372,52.75,1,1
190,1,245584.48,190,55.666666666666664,1,0
190,2,30192.829999999998,282,53.18181818181818,2,0
68,2,120312.32,310,54.369565217391305,2,0
68,1,136355.86,68,48.69642857142857,1,0
37,1,350020.88,37,50.48854961832061,1,0
37,3,145238.71,190,54.69491525423729,3,0
37,3,55333.16,37,61.214285714285715,3,0
310,1,17381.07,310,46.42857142857143,1,1
37,3,389242.6,129,51.82857142857143,3,0
7,10,481824.98,372,49.460732984293195,10,0
7,5,167622.19,341,51.79032258064516,5,0
37,13,760914.29,372,49.20618556701031,13,0
221,1,7480.67,221,38.6,1,1
7,12,847369.71,372,48.32011331444759,12,0
68,2,175717.88,372,48.863013698630134,2,0
7,23,229146.58000000002,221,52.863157894736844,23,0
160,2,78812.28,160,56.69230769230769,2,0
7,14,441693.63,372,46.80327868852459,14,0
129,5,65645.59,251,45.96153846153846,5,0
37,7,261364.76,372,47.73076923076923,7,0
129,1,38999.59,129,69.0,1,0
129,9,172094.41,282,49.723684210526315,9,0
37,7,217114.47,282,48.44859813084112,7,0
98,7,173066.04,372,55.836363636363636,7,0
37,15,751467.35,310,51.37630662020906,15,0
310,1,34929.31,310,50.42857142857143,1,1
37,3,116126.0,98,45.8,3,0
372,1,73205.54000000001,372,54.391304347826086,1,1
98,8,254165.68,372,50.47959183673469,8,0
7,18,1584518.15,372,49.79738562091503,18,0
37,2,28539.79,68,44.42857142857143,2,0
7,3,284550.69,129,48.03225806451613,3,0
37,6,455352.91000000003,372,43.95145631067961,6,0
98,2,96066.58,98,54.766666666666666,2,0
68,2,75936.75,221,52.925925925925924,2,0
7,6,546480.46,282,51.5990990990991,6,0
221,1,4909.990000000001,221,48.333333333333336,1,1
37,1,99.18,37,2.0,1,0
37,16,641368.49,372,46.59848484848485,16,0
68,2,46498.48,68,47.05882352941177,2,0
7,7,384574.43,341,53.17567567567568,7,0
310,2,72913.93000000001,310,58.81818181818182,2,1
37,6,942859.35,98,49.67277486910995,6,0
37,6,31634.52,98,61.166666666666664,6,0
98,1,15725.489999999998,98,58.44444444444444,1,0
160,2,9889.92,372,51.166666666666664,2,0
310,1,22552.98,310,40.44444444444444,1,1
341,1,81150.16,341,54.1875,1,1
7,5,133166.34,372,48.45454545454545,5,0
7,10,154450.82,372,48.644067796610166,10,0
7,5,188626.0,341,48.588235294117645,5,0
68,7,267124.09,372,49.57142857142857,7,0
7,4,779099.49,251,50.62116040955632,4,0
37,5,178925.12,282,52.128571428571426,5,0
37,2,44508.36,372,48.6,2,0
37,4,702839.77,372,55.16279069767442,4,0
190,3,106568.23,341,50.975,3,0
68,2,284058.36,221,51.89908256880734,2,0
37,2,168434.88,98,50.75806451612903,2,0
190,1,51032.99,190,54.90909090909091,1,0
7,14,2557460.04,160,50.80348004094166,14,0
310,1,10607.48,310,52.0,1,1
160,1,114738.86,160,56.08108108108108,1,0
129,4,27430.0,310,36.35294117647059,4,0
160,3,443219.55,282,48.41111111111111,3,0
68,15,621682.26,341,50.09349593495935,15,0
98,3,9385.77,221,31.166666666666668,3,0
251,3,346717.99,310,51.05384615384615,3,1
37,7,176185.51,372,47.236111111111114,7,0
37,4,253337.14,341,48.65555555555556,4,0
37,2,114454.76,310,52.18604651162791,2,0
129,8,703967.29,372,50.412811387900355,8,0
98,2,30738.49,282,64.71428571428571,2,0
68,2,64707.58,68,56.0,2,0
98,6,126771.06,310,56.38297872340426,6,0
282,1,40937.21,282,47.578947368421055,1,1
37,5,23500.79,310,49.27272727272727,5,0
282,2,33396.33,372,45.5,2,1
37,1,44752.99,37,52.76923076923077,1,0
190,2,97402.47,310,59.9,2,0
37,6,390529.62,251,51.0625,6,0
160,2,16546.94,282,45.4,2,0
68,1,47959.51,68,55.0,1,0
37,1,124589.74,37,49.829787234042556,1,0
37,7,381040.75,372,49.5448275862069,7,0
68,2,151750.81,68,56.204081632653065,2,0
221,1,67646.44,221,51.2,1,1
190,2,41958.03,372,53.1764705882353,2,0
7,7,338866.22000000003,160,53.2520325203252,7,0
37,1,20158.9,37,46.857142857142854,1,0
68,2,11355.279999999999,129,46.333333333333336,2,0
310,2,38017.65,372,43.1578947368421,2,1
310,2,77460.33,310,51.03225806451613,2,1
68,5,480514.87,372,50.95854922279793,5,0
37,3,570743.93,282,54.077319587628864,3,0
98,3,16246.74,190,36.42857142857143,3,0
68,3,16230.02,341,55.25,3,0
37,14,1640323.67,341,50.37400950871632,14,0
7,6,427917.11,190,51.701219512195124,6,0
68,4,315885.95,282,54.96261682242991,4,0
37,11,1981005.06,372,49.10336239103363,11,0
37,5,776958.44,372,52.37341772151899,5,0
37,7,256291.69,282,53.683673469387756,7,0
37,2,169728.11000000002,98,56.96491228070175,2,0
37,6,189383.57,160,52.971830985915496,6,0
190,2,50216.67,251,54.43478260869565,2,0
129,4,34714.36,310,52.55555555555556,4,0
68,3,211171.62,341,53.0958904109589,3,0
37,6,249262.4,221,48.10891089108911,6,0
37,2,58634.92,160,55.888888888888886,2,0
68,1,43149.04,68,62.8125,1,0
7,2,14651.98,310,65.5,2,0
37,4,28587.100000000002,221,41.05882352941177,4,0
129,1,21768.4,129,43.333333333333336,1,0
37,9,552080.26,372,49.83251231527094,9,0
7,13,712466.03,372,49.46308724832215,13,0
7,86,2643709.28,372,50.84371909000989,86,0
37,1,46487.38,37,43.111111111111114,1,0
68,3,612598.27,129,52.737991266375545,3,0
37,6,556219.88,310,51.59722222222222,6,0
251,4,170039.81,372,52.921875,4,1
37,9,163882.62,372,47.07692307692308,9,0
7,25,1411160.42,341,49.946236559139784,25,0
68,4,913089.01,251,53.02102102102102,4,0
282,1,60395.61,282,50.89473684210526,1,1
68,1,21796.87,68,57.2,1,0
68,2,34112.98,282,45.89473684210526,2,0
37,2,93867.16,68,57.75,2,0
37,3,227952.29,310,52.473684210526315,3,0
68,8,264339.43,341,47.78378378378378,8,0
190,1,11442.43,190,47.8,1,0
7,21,282036.63,372,54.39252336448598,21,0
37,2,307526.35,372,52.81578947368421,2,0
7,9,1075570.24,251,49.77937649880096,9,0
7,9,936651.23,68,49.81471389645777,9,0
160,2,3494.9,341,34.0,2,0
310,1,136274.61000000002,310,48.232142857142854,1,1
37,2,114798.78,68,45.958333333333336,2,0
37,2,18158.82,221,44.5,2,0
160,1,161951.91,160,50.05172413793103,1,0
37,5,255472.24,341,51.716814159292035,5,0
37,4,524945.39,68,48.782407407407405,4,0
68,2,58351.22,310,54.04761904761905,2,0
68,2,69683.72,98,47.6875,2,0
7,24,162292.65,372,52.723684210526315,24,0
98,3,156038.41,190,48.95652173913044,3,0
7,22,1204344.86,310,53.86771300448431,22,0
98,6,276587.71,372,46.44186046511628,6,0
129,1,5832.07,129,42.5,1,0
37,3,86391.61,129,45.55882352941177,3,0
7,1,21284.63,7,55.5,1,0
282,2,87735.33,282,50.41379310344828,2,1
7,10,645674.39,341,48.1978021978022,10,0
190,13,587979.47,372,45.84232365145228,13,0
372,1,6673.799999999999,372,98.0,1,1
37,4,310587.39,372,50.926829268292686,4,0
7,1,45530.93,7,54.25,1,0
37,1,52430.69,37,50.23529411764706,1,0
68,1,14568.42,68,59.666666666666664,1,0
7,5,873781.1,221,49.878787878787875,5,0
190,5,242264.36000000002,221,50.722772277227726,5,0
68,1,96239.04000000001,68,60.55172413793103,1,0
251,3,62017.66,282,46.407407407407405,3,1
37,10,909563.96,341,47.90625,10,0
372,1,11777.56,372,74.66666666666667,1,1
37,4,490669.28,221,50.87309644670051,4,0
37,3,373854.39,68,49.109756097560975,3,0
37,3,408122.12,221,50.026315789473685,3,0
7,2,131405.72,372,55.094339622641506,2,0
37,6,268368.09,341,53.86274509803921,6,0
37,2,148522.14,190,51.18181818181818,2,0
68,1,129654.7,68,48.66,1,0
310,1,43938.87,310,47.24,1,1
37,1,21518.03,37,52.0,1,0
282,1,4768.549999999999,282,46.5,1,1
7,128,7144512.92,372,50.39791516894321,128,0
37,17,294992.63,282,50.62280701754386,17,0
7,4,50205.08,372,54.3,4,0
98,4,3438.58,310,31.0,4,0
251,3,6114.530000000001,341,51.333333333333336,3,1
37,4,48618.630000000005,372,58.35294117647059,4,0
251,2,60138.52,251,53.13636363636363,2,1
221,3,77439.90000000001,282,51.1,3,1
7,6,264761.85000000003,372,54.875,6,0
190,1,60283.62,190,50.285714285714285,1,0
37,6,335072.11,251,50.53333333333333,6,0
68,2,33733.68,68,46.92307692307692,2,0
190,5,145086.47,372,53.07017543859649,5,0
7,7,290100.38,251,50.301587301587304,7,0
310,1,14463.900000000001,310,46.0,1,1
98,2,49151.11,251,38.166666666666664,2,0
7,3,424150.32,68,53.97385620915033,3,0
68,3,102429.48,310,57.707317073170735,3,0
282,1,25179.27,282,55.0,1,1
282,1,50921.47,282,53.7,1,1
37,2,64477.68,282,45.214285714285715,2,0
68,1,60538.51,68,56.0,1,0
68,8,417802.45,372,51.651428571428575,8,0
37,8,279071.52999999997,251,49.84070796460177,8,0
37,1,17037.87,37,57.0,1,0
68,1,1790.83,68,39.5,1,0
190,3,93918.70999999999,372,46.61764705882353,3,0
37,4,76440.93,310,48.241379310344826,4,0
160,2,52406.74,282,48.833333333333336,2,0
7,77,5418075.66,372,51.307913669064746,77,0
221,1,47976.13,221,41.1,1,1
7,4,483894.11,221,49.5929648241206,4,0
68,2,279177.9,221,50.009803921568626,2,0
98,1,77347.8,98,46.86206896551724,1,0
7,7,581664.21,341,48.81012658227848,7,0
7,5,102032.13,221,42.68,5,0
190,2,198693.38,282,51.775,2,0
37,5,362473.74,341,54.01574803149607,5,0
7,2,81958.26000000001,129,50.03448275862069,2,0
7,12,678514.76,341,51.8996138996139,12,0
98,2,85323.97,129,55.233333333333334,2,0
37,1,11735.220000000001,37,54.25,1,0
37,4,488050.89,341,54.80357142857143,4,0
37,2,251612.49,37,51.06060606060606,2,0
68,7,305356.55,310,49.02564102564103,7,0
37,1,30056.83,37,49.0,1,0
37,27,1402944.08,372,48.015625,27,0
251,3,419083.95,341,49.03529411764706,3,1
282,2,325972.86,282,47.34090909090909,2,1
251,2,155487.82,341,54.85245901639344,2,1
7,5,176305.11000000002,372,49.486486486486484,5,0
37,1,246135.78,37,45.01960784313726,1,0
37,8,93484.83,310,44.36363636363637,8,0
372,1,524.8,372,32.0,1,1
37,23,855424.83,372,52.08125,23,0
98,3,20654.71,221,53.57142857142857,3,0
190,2,12141.86,221,78.5,2,0
37,5,1123818.42,372,49.76009501187649,5,0
129,1,28929.760000000002,129,35.6,1,0
7,27,986406.25,372,53.0,27,0
221,1,40496.55,221,52.15384615384615,1,1
68,3,109678.02,160,46.24074074074074,3,0
37,5,185442.66,221,56.901408450704224,5,0
160,5,166416.59,341,46.34782608695652,5,0
282,1,24182.239999999998,282,57.75,1,1
7,9,276372.8,372,45.721804511278194,9,0
221,2,64342.65,221,56.45454545454545,2,1
7,5,497925.2,68,48.89047619047619,5,0
221,1,15288.89,221,36.875,1,1
37,3,268868.11,251,49.947826086956525,3,0
37,12,843891.14,341,50.07714285714286,12,0
7,18,923272.92,372,51.93103448275862,18,0
37,1,62146.909999999996,37,53.90909090909091,1,0
37,9,1071542.66,190,49.436144578313254,9,0
221,1,540.6,221,68.0,1,1
7,4,68825.73999999999,372,50.793103448275865,4,0
37,14,521532.18,372,51.629441624365484,14,0
37,4,402133.67,68,54.12230215827338,4,0
37,12,801216.0,282,45.80222841225627,12,0
37,3,69177.89,129,53.12,3,0
37,12,914784.7,372,52.395894428152495,12,0
37,1,44033.62,37,70.2,1,0
37,4,191650.48,341,51.57746478873239,4,0
68,2,163311.74,160,55.18181818181818,2,0
7,6,606783.9,251,48.77731092436975,6,0
7,3,82984.77,129,46.4054054054054,3,0
160,1,64510.700000000004,160,44.10344827586207,1,0
37,6,762259.3200000001,372,54.564748201438846,6,0
37,1,147628.58,37,51.01923076923077,1,0
282,1,38496.64,282,63.3,1,1
372,1,171449.72,372,45.66197183098591,1,1
7,8,1343518.6300000001,282,51.22754491017964,8,0
68,3,107492.66,221,55.84444444444444,3,0
7,10,385627.73,341,50.281879194630875,10,0
37,15,491609.41,372,45.7962962962963,15,0
7,34,530100.41,372,51.551219512195125,34,0
7,3,33408.71,372,50.705882352941174,3,0
68,9,136617.2,341,47.785714285714285,9,0
7,8,148434.23,372,52.32786885245902,8,0
190,4,204917.45,282,48.12903225806452,4,0
37,6,154107.6,372,50.23728813559322,6,0
37,9,50972.22,372,48.25,9,0
129,6,164547.92,310,46.92857142857143,6,0
251,2,56995.880000000005,251,53.78947368421053,2,1
37,6,221324.76,372,47.58695652173913,6,0
68,1,21362.730000000003,68,65.0,1,0
98,1,62090.57,98,49.166666666666664,1,0
68,2,90288.19,310,46.58536585365854,2,0
37,12,610902.72,341,50.0337552742616,12,0
37,1,113712.8,37,50.8421052631579,1,0
98,1,52246.15,98,52.63157894736842,1,0
160,4,150426.24,282,42.605633802816904,4,0
7,3,267770.02999999997,251,51.03921568627451,3,0
310,2,10239.94,310,49.0,2,1
68,2,30871.72,341,58.18181818181818,2,0
282,1,55899.36,282,66.71428571428571,1,1
68,2,20797.96,68,43.714285714285715,2,0
37,3,105546.49,190,49.97435897435897,3,0
7,8,362467.05,372,51.56934306569343,8,0
37,3,7207.5599999999995,129,59.833333333333336,3,0
7,10,2741330.03,372,50.42138939670932,10,0
251,2,143922.33000000002,341,50.94230769230769,2,1
129,1,19997.85,129,50.888888888888886,1,0
68,3,148897.19,372,49.35,3,0
68,13,353164.5,341,51.32835820895522,13,0
7,2,3482.05,372,38.0,2,0
129,2,90974.48,310,53.285714285714285,2,0
282,3,93965.99,341,46.51219512195122,3,1
68,2,64842.05,98,51.96296296296296,2,0
341,1,10768.86,341,46.5,1,1
37,2,44682.54,341,47.0,2,0
37,2,4373.01,37,20.0,2,0
7,2,62677.51,37,47.43333333333333,2,0
37,1,14965.27,37,41.5,1,0
37,4,85297.67,282,40.91304347826087,4,0
68,2,13669.19,68,65.5,2,0
7,2,47447.96,37,44.46666666666667,2,0
7,9,220963.56,341,53.5609756097561,9,0
190,1,14302.58,190,35.833333333333336,1,0
7,27,2892647.33,372,48.539055793991416,27,0
68,3,38984.87,310,50.083333333333336,3,0
68,1,28774.62,68,54.84615384615385,1,0
68,16,1011381.63,372,49.941326530612244,16,0
68,1,181224.7,68,50.644067796610166,1,0
190,3,155122.43,310,64.72727272727273,3,0
7,1,23720.16,7,44.416666666666664,1,0
37,4,131660.21,341,57.46808510638298,4,0
98,1,22918.83,98,44.27272727272727,1,0
68,15,710662.41,190,54.40625,15,0
68,11,630668.29,372,50.11764705882353,11,0
372,2,73706.89,372,50.1,2,1
37,2,141203.53,68,50.113207547169814,2,0
221,1,6264.03,221,63.5,1,1
221,2,174474.15,282,55.682539682539684,2,1
98,3,127280.1,282,55.166666666666664,3,0
68,2,41327.35,221,58.30769230769231,2,0
37,4,79807.24,190,47.48275862068966,4,0
372,1,2406.1099999999997,372,86.5,1,1
190,3,183384.36,221,48.8,3,0
37,4,84823.39,98,49.310344827586206,4,0
7,12,315856.07,372,52.06611570247934,12,0
221,3,65921.39,341,66.88235294117646,3,1
37,6,134901.31,372,53.44444444444444,6,0
68,1,104694.44,68,51.6,1,0
37,8,210739.05,251,54.17142857142857,8,0
37,3,19436.5,37,62.0,3,0
98,5,275880.71,221,52.60909090909091,5,0
282,1,6572.68,282,50.75,1,1
68,6,411249.78,372,53.427536231884055,6,0
37,8,370697.51,310,50.278481012658226,8,0
68,4,306767.13,251,50.03846153846154,4,0
160,1,26038.81,160,35.92307692307692,1,0
37,28,971713.4,372,49.38520408163265,28,0
310,2,66731.47,372,60.18181818181818,2,1
37,2,66797.03,282,47.107142857142854,2,0
68,6,357856.14,251,54.71328671328671,6,0
7,3,31018.75,221,59.8,3,0
98,8,307477.54,282,47.36641221374046,8,0
129,2,51924.18,160,49.25,2,0
37,3,152426.26,68,53.0,3,0
68,3,134734.54,160,50.721311475409834,3,0
37,5,119852.73,221,47.28813559322034,5,0
7,2,26348.57,37,41.166666666666664,2,0
68,1,17156.02,68,50.5,1,0
37,2,115738.13,160,44.479166666666664,2,0
37,1,26759.35,37,38.36363636363637,1,0
7,2,8979.18,372,51.25,2,0
37,13,252604.5,372,52.46601941747573,13,0
190,4,75655.11,372,45.16216216216216,4,0
7,9,364794.38,251,49.95918367346939,9,0
7,3,162596.56,129,49.416666666666664,3,0
282,1,31884.47,282,45.07692307692308,1,1
